Year,Month,Day,Title,Link,List,Genres,Budget,Box office
2019,5,3.0,The Intruder,/wiki/The_Intruder_(2019_film),"[' psychological thriller', '$8 million[1]', '$40.6 million[2][1]']", psychological thriller,$8 million[1],$40.6 million[2][1]
2019,5,3.0,UglyDolls,/wiki/UglyDolls,"['animated musical adventure-comedy', '$45–53 million[4][5]', '$32.5 million[6]']",animated musical adventure-comedy,$45–53 million[4][5],$32.5 million[6]
2019,5,10.0,Pokémon Detective Pikachu,/wiki/Detective_Pikachu_(film),"['mystery fantasy comedy', '$150 million[3][4]', '$450.1 million[4]']",mystery fantasy comedy,$150 million[3][4],$450.1 million[4]
2019,5,10.0,The Hustle,/wiki/The_Hustle_(film),"[' comedy', '$21 million[1]', '$97.4 million[2]']", comedy,$21 million[1],$97.4 million[2]
2019,5,10.0,Tolkien,/wiki/Tolkien_(film),"['biographical drama', '$20 million[2]', '$9 million[3]']",biographical drama,$20 million[2],$9 million[3]
2019,5,10.0,Poms,/wiki/Poms_(film),"[' comedy film directed by Zara Hayes, starring Diane Keaton, Jacki Weaver, Pam Grier, Celia Weston, Alisha Boe, Phyllis Somerville (in her final', '$10 million[1]', '$16.5 million[2]']"," comedy film directed by Zara Hayes, starring Diane Keaton, Jacki Weaver, Pam Grier, Celia Weston, Alisha Boe, Phyllis Somerville (in her final",$10 million[1],$16.5 million[2]
2019,5,10.0,The Professor and the Madman,/wiki/The_Professor_and_the_Madman_(film),"['biographical drama', '$25 million[1]', '$5.1 million[2]']",biographical drama,$25 million[1],$5.1 million[2]
2019,5,17.0,John Wick: Chapter 3 – Parabellum,/wiki/John_Wick:_Chapter_3_%E2%80%93_Parabellum,"[' neo-noir action thriller', '$75 million[2][3]', '$327.7 million[4]']", neo-noir action thriller,$75 million[2][3],$327.7 million[4]
2019,5,17.0,A Dog's Journey,/wiki/A_Dog%27s_Journey_(film),"[' family comedy-drama film directed by Gail Mancuso in her feature', '$16 million[1]', '$75.8 million[2]']", family comedy-drama film directed by Gail Mancuso in her feature,$16 million[1],$75.8 million[2]
2019,5,17.0,The Sun Is Also a Star,/wiki/The_Sun_Is_Also_a_Star,"[' teen romance', '$9 million[1]', '$6.8 million[2]']", teen romance,$9 million[1],$6.8 million[2]
2019,5,24.0,Aladdin,/wiki/Aladdin_(2019_film),"[' musical fantasy', '$183\xa0million[6]', '$1.054\xa0billion[6]']", musical fantasy,$183 million[6],$1.054 billion[6]
2019,5,24.0,Brightburn,/wiki/Brightburn,"[' superhero horror', '$6–12 million[1]', '$32.9 million[2]']", superhero horror,$6–12 million[1],$32.9 million[2]
2019,5,24.0,Booksmart,/wiki/Booksmart,"[' comedy', '$6 million[2][3]', '$25 million[4][3]']", comedy,$6 million[2][3],$25 million[4][3]
2019,5,31.0,Godzilla: King of the Monsters,/wiki/Godzilla:_King_of_the_Monsters_(2019_film),"[' monster', '$170–200 million[a]', '$387.3 million[5]']", monster,$170–200 million[a],$387.3 million[5]
2019,5,31.0,Rocketman,/wiki/Rocketman_(film),"['biographical jukebox musical', '$40 million[2]', '$195.3 million[2]']",biographical jukebox musical,$40 million[2],$195.3 million[2]
2019,6,7.0,Dark Phoenix,/wiki/Dark_Phoenix_(film),"[' superhero', '$200million[2][3][4]', '$252.4million[3]']", superhero,$200million[2][3][4],$252.4million[3]
2019,6,7.0,The Secret Life of Pets 2,/wiki/The_Secret_Life_of_Pets_2,"[' animated comedy', '$80 million[4]', '$446.2 million[4][5]']", animated comedy,$80 million[4],$446.2 million[4][5]
2019,6,7.0,Late Night,/wiki/Late_Night_(film),"[' comedy-drama', '$9.5 million[2]', '$22.4 million[3]']", comedy-drama,$9.5 million[2],$22.4 million[3]
2019,6,7.0,The Last Black Man in San Francisco,/wiki/The_Last_Black_Man_in_San_Francisco,"[' drama', '$3 million[2]', '$4.6 million[2][3]']", drama,$3 million[2],$4.6 million[2][3]
2019,6,14.0,Men in Black: International,/wiki/Men_in_Black:_International,"[' science fiction action comedy', '$94–110 million[4]', '$253.9 million[5]']", science fiction action comedy,$94–110 million[4],$253.9 million[5]
2019,6,14.0,Shaft,/wiki/Shaft_(2019_film),"[' action comedy', '$30–35 million[4][5]', '$21.4 million[3]']", action comedy,$30–35 million[4][5],$21.4 million[3]
2019,6,21.0,Toy Story 4,/wiki/Toy_Story_4,"[' animated comedy-drama', '$200 million[3]', '$1.073 billion[4]']", animated comedy-drama,$200 million[3],$1.073 billion[4]
2019,6,21.0,Anna,/wiki/Anna_(2019_feature_film),"['action thriller', '$30 million[2][3]', '$31.6 million[4][3]']",action thriller,$30 million[2][3],$31.6 million[4][3]
2019,6,21.0,Child's Play,/wiki/Child%27s_Play_(2019_film),"['horror', '$10 million[3]', '$45 million[3]']",horror,$10 million[3],$45 million[3]
2019,6,26.0,Annabelle Comes Home,/wiki/Annabelle_Comes_Home,"[' supernatural horror', '$27–$32million[2]', '$231.3million[3]']", supernatural horror,$27–$32million[2],$231.3million[3]
2019,6,28.0,Yesterday,/wiki/Yesterday_(2019_film),"['musical romantic comedy', '$26–41.3\xa0million[2][3]', '$154.6\xa0million[2]']",musical romantic comedy,$26–41.3 million[2][3],$154.6 million[2]
2019,7,2.0,Spider-Man: Far From Home,/wiki/Spider-Man:_Far_From_Home,"[' superhero', '$160 million[3]', '$1.132 billion[3]']", superhero,$160 million[3],$1.132 billion[3]
2019,7,2.0,Escape Plan: The Extractors,/wiki/Escape_Plan:_The_Extractors,"[' direct-to-video prison action thriller', '$3.6 million[1]', '$1.8 million[2]']", direct-to-video prison action thriller,$3.6 million[1],$1.8 million[2]
2019,7,12.0,Midsommar,/wiki/Midsommar_(film),"['folk horror', '$9 million[3]', '$48 million[3]']",folk horror,$9 million[3],$48 million[3]
2019,7,12.0,Stuber,/wiki/Stuber_(film),"[' buddy cop action comedy', '$18 million[3]', '$32.3 million[1]']", buddy cop action comedy,$18 million[3],$32.3 million[1]
2019,7,12.0,Crawl,/wiki/Crawl_(2019_film),"[' natural horror', '$13–15million', '$91.7million']", natural horror,$13–15million,$91.7million
2019,7,12.0,The Farewell,/wiki/The_Farewell_(2019_film),"[' comedy-drama', '$3 million[1]', '$23.1 million[2]']", comedy-drama,$3 million[1],$23.1 million[2]
2019,7,19.0,The Lion King,/wiki/The_Lion_King_(2019_film),"[' musical drama', '$250–260\xa0million[3][4]', '$1.663\xa0billion[5]']", musical drama,$250–260 million[3][4],$1.663 billion[5]
2019,8,2.0,Fast & Furious Presents: Hobbs & Shaw,/wiki/Hobbs_%26_Shaw,"['buddy action comedy', '$200 million[2]', '$760.7 million[2][4]']",buddy action comedy,$200 million[2],$760.7 million[2][4]
2019,8,9.0,Dora and the Lost City of Gold,/wiki/Dora_and_the_Lost_City_of_Gold,"[' adventure comedy', '$49\xa0million[1]', '$120.6\xa0million[1]']", adventure comedy,$49 million[1],$120.6 million[1]
2019,8,9.0,The Kitchen,/wiki/The_Kitchen_(2019_film),"[' crime', '$38 million[2][3]', '$16 million[2]']", crime,$38 million[2][3],$16 million[2]
2019,8,9.0,The Art of Racing in the Rain,/wiki/The_Art_of_Racing_in_the_Rain_(film),"[' comedy-drama', '$18–20 million[2][3]', '$33.8 million[1]']", comedy-drama,$18–20 million[2][3],$33.8 million[1]
2019,8,9.0,Scary Stories to Tell in the Dark,/wiki/Scary_Stories_to_Tell_in_the_Dark_(film),"['supernatural horror', '$25–28 million[3][4]', '$104.5 million[3]']",supernatural horror,$25–28 million[3][4],$104.5 million[3]
2019,8,9.0,The Peanut Butter Falcon,/wiki/The_Peanut_Butter_Falcon,"[' comedy-drama film written and directed by Tyler Nilson and Michael Schwartz, in their directorial', '$6.2 million[1]', '$23.3 million[2][3]']"," comedy-drama film written and directed by Tyler Nilson and Michael Schwartz, in their directorial",$6.2 million[1],$23.3 million[2][3]
2019,8,14.0,The Angry Birds Movie 2,/wiki/The_Angry_Birds_Movie_2,"['animated comedy', '$65 million', '$152.8 million[2][3]']",animated comedy,$65 million,$152.8 million[2][3]
2019,8,16.0,Good Boys,/wiki/Good_Boys_(film),"[' coming-of-age comedy', '$20 million[2]', '$111.2 million[2][3]']", coming-of-age comedy,$20 million[2],$111.2 million[2][3]
2019,8,16.0,Blinded by the Light,/wiki/Blinded_by_the_Light_(2019_film),"[', the', '$15 million', '$18.1 million[2][3]']",", the",$15 million,$18.1 million[2][3]
2019,8,16.0,"Where'd You Go, Bernadette","/wiki/Where%27d_You_Go,_Bernadette_(film)","[' comedy-drama', '$18 million[1]', '$10.4 million[2][3]']", comedy-drama,$18 million[1],$10.4 million[2][3]
2019,8,16.0,47 Meters Down: Uncaged,/wiki/47_Meters_Down:_Uncaged,"['survival horror', '$12 million[2]', '$47.6 million[2]']",survival horror,$12 million[2],$47.6 million[2]
2019,8,21.0,Ready or Not,/wiki/Ready_or_Not_(2019_film),"[' black comedy horror', '$6 million[1]', '$57.6 million[2]']", black comedy horror,$6 million[1],$57.6 million[2]
2019,8,23.0,Angel Has Fallen,/wiki/Angel_Has_Fallen,"[' political action thriller', '$40 million[1][2]', '$146.7 million[2]']", political action thriller,$40 million[1][2],$146.7 million[2]
2019,8,23.0,Overcomer,/wiki/Overcomer_(film),"[' Christian drama', '$5\xa0million[1]', '$38\xa0million[2][3]']", Christian drama,$5 million[1],$38 million[2][3]
2019,8,30.0,Don't Let Go,/wiki/Don%27t_Let_Go_(2019_film),"[' science fiction horror thriller', '$5 million[1]', '$5.3 million[1][2]']", science fiction horror thriller,$5 million[1],$5.3 million[1][2]
2019,9,6.0,It Chapter Two,/wiki/It_Chapter_Two,"[' supernatural horror', '$79million[2]', '$473.1million[3]']", supernatural horror,$79million[2],$473.1million[3]
2019,9,13.0,The Goldfinch,/wiki/The_Goldfinch_(film),"[' drama', '$44–49\xa0million[4][5]', '$9.9 million[6]']", drama,$44–49 million[4][5],$9.9 million[6]
2019,9,13.0,Hustlers,/wiki/Hustlers_(film),"[' crime comedy-drama', '$20.7 million[2][3]', '$157.6 million[4]']", crime comedy-drama,$20.7 million[2][3],$157.6 million[4]
2019,9,13.0,Monos,/wiki/Monos_(film),"['internationally co-produced war drama', '$2 million[3]', '$1.3 million[4][5]']",internationally co-produced war drama,$2 million[3],$1.3 million[4][5]
2019,9,20.0,Ad Astra,/wiki/Ad_Astra_(film),"[' psychological science fiction', '$80–100 million[2]', '$135.4 million[3]']", psychological science fiction,$80–100 million[2],$135.4 million[3]
2019,9,20.0,Downton Abbey,/wiki/Downton_Abbey_(film),"['historical drama', '$13–20\xa0million[3][4]', '$194.7\xa0million[5][6]']",historical drama,$13–20 million[3][4],$194.7 million[5][6]
2019,9,20.0,Rambo: Last Blood,/wiki/Rambo:_Last_Blood,"[' action', '$50 million[4]', '$91.5 million[5]']", action,$50 million[4],$91.5 million[5]
2019,9,27.0,Abominable,/wiki/Abominable_(2019_film),"['animated adventure', '$75 million', '$188.7 million[7][8]']",animated adventure,$75 million,$188.7 million[7][8]
2019,9,27.0,Judy,/wiki/Judy_(film),"['biographical drama', '$10 million[3]', '$45.7 million[2][4]']",biographical drama,$10 million[3],$45.7 million[2][4]
2019,10,4.0,Joker,/wiki/Joker_(2019_film),"[' psychological thriller', '$55–70\xa0million[2][3]', '$1.079\xa0billion[4][5]']", psychological thriller,$55–70 million[2][3],$1.079 billion[4][5]
2019,10,4.0,Lucy in the Sky,/wiki/Lucy_in_the_Sky,"[' psychological drama', '$21.4 million[3]', '$325,950[3][2]']", psychological drama,$21.4 million[3],"$325,950[3][2]"
2019,10,11.0,Gemini Man,/wiki/Gemini_Man_(film),"[' science fiction action thriller', '$138 million[2]', '$173.5 million[2]']", science fiction action thriller,$138 million[2],$173.5 million[2]
2019,10,11.0,The Addams Family,/wiki/The_Addams_Family_(2019_film),"['animated supernatural black comedy', '$24 million[4]', '$203.7 million[4][5]']",animated supernatural black comedy,$24 million[4],$203.7 million[4][5]
2019,10,11.0,Jexi,/wiki/Jexi,"['comedy', '$5–12 million[1][2]', '$9.3 million[3]']",comedy,$5–12 million[1][2],$9.3 million[3]
2019,10,11.0,Polaroid,/wiki/Polaroid_(film),"[' supernatural horror', '$8.5 million', '$1.7 million[1][2]']", supernatural horror,$8.5 million,$1.7 million[1][2]
2019,10,18.0,Maleficent: Mistress of Evil,/wiki/Maleficent:_Mistress_of_Evil,"[' epic and dark fantasy', '$186 million[4]', '$491.7 million[3]']", epic and dark fantasy,$186 million[4],$491.7 million[3]
2019,10,18.0,Zombieland: Double Tap,/wiki/Zombieland:_Double_Tap,"[' post-apocalyptic zombie comedy', '$42–48 million[1][2]', '$125.2 million[3]']", post-apocalyptic zombie comedy,$42–48 million[1][2],$125.2 million[3]
2019,10,18.0,Jojo Rabbit,/wiki/Jojo_Rabbit,"['war comedy-drama', '$14\xa0million', '$90.3\xa0million']",war comedy-drama,$14 million,$90.3 million
2019,10,25.0,Black and Blue,/wiki/Black_and_Blue_(2019_film),"[' action thriller', '$12 million[1]', '$22.7 million[1][2]']", action thriller,$12 million[1],$22.7 million[1][2]
2019,10,25.0,The Current War,/wiki/The_Current_War,"[' historical drama', '$30 million[1][2]', '$12.2 million[3]']", historical drama,$30 million[1][2],$12.2 million[3]
2019,10,25.0,Countdown,/wiki/Countdown_(2019_film),"[' supernatural horror', '$6.5 million[1]', '$48 million[1][2]']", supernatural horror,$6.5 million[1],$48 million[1][2]
2019,11,1.0,Terminator: Dark Fate,/wiki/Terminator:_Dark_Fate,"[' science fiction action', '$185–196 million', '$261.1 million']", science fiction action,$185–196 million,$261.1 million
2019,11,1.0,Motherless Brooklyn,/wiki/Motherless_Brooklyn_(film),"[' neo-noir crime', '$26 million[2]', '$18.5 million[3]']", neo-noir crime,$26 million[2],$18.5 million[3]
2019,11,1.0,The Irishman,/wiki/The_Irishman,"[' epic gangster', '$159–250 million', '$8 million[2][3]']", epic gangster,$159–250 million,$8 million[2][3]
2019,11,1.0,Harriet,/wiki/Harriet_(film),"[' biographical', '$17 million[3]', '$43.3 million[4][5]']", biographical,$17 million[3],$43.3 million[4][5]
2019,11,1.0,Arctic Dogs,/wiki/Arctic_Dogs,"['animated comedy', '$50 million[4]', '$9.9 million[2][5]']",animated comedy,$50 million[4],$9.9 million[2][5]
2019,11,6.0,Marriage Story,/wiki/Marriage_Story,"['drama film written and directed by Noah Baumbach, who also produced the', '$18\xa0million[5]', '$2.3\xa0million[6][7]']","drama film written and directed by Noah Baumbach, who also produced the",$18 million[5],$2.3 million[6][7]
2019,11,8.0,Doctor Sleep,/wiki/Doctor_Sleep_(2019_film),"[' supernatural horror', '$45–55 million[2][3]', '$72.3 million[4][5]']", supernatural horror,$45–55 million[2][3],$72.3 million[4][5]
2019,11,8.0,Last Christmas,/wiki/Last_Christmas_(film),"['romantic comedy', '$25–30 million[2][3]', '$123.4 million[2][4]']",romantic comedy,$25–30 million[2][3],$123.4 million[2][4]
2019,11,8.0,Playing with Fire,/wiki/Playing_with_Fire_(2019_film),"[' family comedy', '$29.9 million[1]', '$69.4 million[1]']", family comedy,$29.9 million[1],$69.4 million[1]
2019,11,8.0,Midway,/wiki/Midway_(2019_film),"['war', '$100 million[3]', '$127.4 million[4]']",war,$100 million[3],$127.4 million[4]
2019,11,8.0,Honey Boy,/wiki/Honey_Boy_(film),"[' drama', '$3.5 million[2][3]', '$3.4 million[4][3]']", drama,$3.5 million[2][3],$3.4 million[4][3]
2019,11,15.0,Ford v Ferrari,/wiki/Ford_v_Ferrari,"[' biographical sports drama', '$97.6 million[1]', '$225.5 million[3][1]']", biographical sports drama,$97.6 million[1],$225.5 million[3][1]
2019,11,15.0,Charlie's Angels,/wiki/Charlie%27s_Angels_(2019_film),"[' action comedy', '$48–55 million[2]', '$73.3 million[3][4]']", action comedy,$48–55 million[2],$73.3 million[3][4]
2019,11,15.0,The Good Liar,/wiki/The_Good_Liar,"['crime thriller', '$10 million[3][4]', '$33.9 million[4][5]']",crime thriller,$10 million[3][4],$33.9 million[4][5]
2019,11,15.0,The Report,/wiki/The_Report_(2019_film),"[' historical political drama', '$8 million[1]', '$275,000[2][3]']", historical political drama,$8 million[1],"$275,000[2][3]"
2019,11,15.0,Waves,/wiki/Waves_(film),"[' drama', '$6 million[1]', '$2.6 million[2]']", drama,$6 million[1],$2.6 million[2]
2019,11,22.0,Frozen II,/wiki/Frozen_II,"[' animated musical fantasy', '$150million', '$1.453billion']", animated musical fantasy,$150million,$1.453billion
2019,11,22.0,A Beautiful Day in the Neighborhood,/wiki/A_Beautiful_Day_in_the_Neighborhood,"[' biographical drama', '$25 million[2]', '$68.4 million[2][3]']", biographical drama,$25 million[2],$68.4 million[2][3]
2019,11,22.0,21 Bridges,/wiki/21_Bridges,"[' action thriller', '$33 million[2]', '$49.9 million[2]']", action thriller,$33 million[2],$49.9 million[2]
2019,11,27.0,Knives Out,/wiki/Knives_Out,"[' mystery', '$40\xa0million[2]', '$311.9\xa0million[3]']", mystery,$40 million[2],$311.9 million[3]
2019,11,27.0,Queen & Slim,/wiki/Queen_%26_Slim,"[' romantic road crime drama', '$17–20 million[3][4]', '$47.9 million[1][5]']", romantic road crime drama,$17–20 million[3][4],$47.9 million[1][5]
2019,12,6.0,Playmobil: The Movie,/wiki/Playmobil:_The_Movie,"['animated adventure comedy', '$40–75 million[3][4]', '$16.3\xa0million[5][4]']",animated adventure comedy,$40–75 million[3][4],$16.3 million[5][4]
2019,12,6.0,The Aeronauts,/wiki/The_Aeronauts_(film),"['biographical adventure', '$40 million[4]', '$7 million[5][6][7]']",biographical adventure,$40 million[4],$7 million[5][6][7]
2019,12,13.0,Jumanji: The Next Level,/wiki/Jumanji:_The_Next_Level,"[' fantasy adventure comedy', '$125–132 million[3][4]', '$801.7 million[3]']", fantasy adventure comedy,$125–132 million[3][4],$801.7 million[3]
2019,12,13.0,Richard Jewell,/wiki/Richard_Jewell_(film),"[' biographical drama', '$45 million[2]', '$44.65 million[3][4]']", biographical drama,$45 million[2],$44.65 million[3][4]
2019,12,13.0,Black Christmas,/wiki/Black_Christmas_(2019_film),"[' slasher', '$5 million[4]', '$18.5 million[5][6]']", slasher,$5 million[4],$18.5 million[5][6]
2019,12,13.0,Bombshell,/wiki/Bombshell_(2019_film),"[' drama', '$32 million[2]', '$61.4 million[3][4]']", drama,$32 million[2],$61.4 million[3][4]
2019,12,13.0,Uncut Gems,/wiki/Uncut_Gems,"[' crime thriller', '$19 million[4]', '$50 million[4]']", crime thriller,$19 million[4],$50 million[4]
2019,12,13.0,Seberg,/wiki/Seberg,"['political thriller', '$8 million[2]', '$675,808[3][4]']",political thriller,$8 million[2],"$675,808[3][4]"
2019,12,13.0,A Hidden Life,/wiki/A_Hidden_Life_(2019_film),"['epic historical drama', '$7–9 million[5]', '$4.6 million[2][6]']",epic historical drama,$7–9 million[5],$4.6 million[2][6]
2019,12,20.0,Star Wars: The Rise of Skywalker,/wiki/Star_Wars:_The_Rise_of_Skywalker,"[' epic space opera', '$416 million[2]', '$1.077 billion[3]']", epic space opera,$416 million[2],$1.077 billion[3]
2019,12,20.0,Cats,/wiki/Cats_(2019_film),"['musical fantasy', '$80–100 million[2][3]', '$75.5 million[4][5]']",musical fantasy,$80–100 million[2][3],$75.5 million[4][5]
2019,12,25.0,Spies in Disguise,/wiki/Spies_in_Disguise,"[' animated spy comedy', '$100 million', '$171.6 million[5]']", animated spy comedy,$100 million,$171.6 million[5]
2019,12,25.0,Little Women,/wiki/Little_Women_(2019_film),"[' coming-of-age period drama', '$40 million[2]', '$218.9 million[3]']", coming-of-age period drama,$40 million[2],$218.9 million[3]
2019,12,25.0,1917,/wiki/1917_(2019_film),"[' war', '$90–100 million[3][4]', '$384.6 million[5]']", war,$90–100 million[3][4],$384.6 million[5]
2019,12,25.0,Just Mercy,/wiki/Just_Mercy,"[' biographical legal drama', '$25 million[1][2]', '$50.4 million[3]']", biographical legal drama,$25 million[1][2],$50.4 million[3]
2020,1,3.0,The Grudge,/wiki/The_Grudge_(2020_film),"[' supernatural horror', '$12–14 million[2]', '$49.5 million[3]']", supernatural horror,$12–14 million[2],$49.5 million[3]
2020,1,10.0,Underwater,/wiki/Underwater_(film),"[' science fiction action horror', '$50–80 million[2][3]', '$40.9 million[1]']", science fiction action horror,$50–80 million[2][3],$40.9 million[1]
2020,1,10.0,Like a Boss,/wiki/Like_a_Boss_(film),"[' comedy', '$29 million[1]', '$30.4 million[1]']", comedy,$29 million[1],$30.4 million[1]
2020,1,17.0,Bad Boys for Life,/wiki/Bad_Boys_for_Life,"[' buddy cop action comedy', '$90 million[6]', '$426.5 million[6]']", buddy cop action comedy,$90 million[6],$426.5 million[6]
2020,1,17.0,Dolittle,/wiki/Dolittle_(film),"[' fantasy adventure', '$175–192.4 million[2][3]', '$251.5 million[4]']", fantasy adventure,$175–192.4 million[2][3],$251.5 million[4]
2020,1,24.0,The Gentlemen,/wiki/The_Gentlemen_(2019_film),"['action comedy', '$22 million[2]', '$115.2 million[3][4]']",action comedy,$22 million[2],$115.2 million[3][4]
2020,1,24.0,The Turning,/wiki/The_Turning_(2020_film),"[' gothic supernatural horror', '$14 million[3]', '$19.4 million[3][2]']", gothic supernatural horror,$14 million[3],$19.4 million[3][2]
2020,1,24.0,The Last Full Measure,/wiki/The_Last_Full_Measure_(2019_film),"[' war drama', '$20 million[1]', '$3.4 million[2]']", war drama,$20 million[1],$3.4 million[2]
2020,1,31.0,The Rhythm Section,/wiki/The_Rhythm_Section,"['action thriller', '$50 million[1]', '$6 million[2]']",action thriller,$50 million[1],$6 million[2]
2020,1,31.0,Gretel & Hansel,/wiki/Gretel_%26_Hansel,"['dark fantasy horror', '$5 million[3]', '$22.1 million[4][5]']",dark fantasy horror,$5 million[3],$22.1 million[4][5]
2020,1,31.0,The Assistant,/wiki/The_Assistant_(2019_film),"[' drama', '$1.7 million[2]', '$1.4 million[2][3]']", drama,$1.7 million[2],$1.4 million[2][3]
2020,2,7.0,Birds of Prey,/wiki/Birds_of_Prey_(2020_film),"[' superhero', '$82–100 million[3]', '$205.4 million[4][5]']", superhero,$82–100 million[3],$205.4 million[4][5]
2020,2,14.0,Sonic the Hedgehog,/wiki/Sonic_the_Hedgehog_(film),"['action-adventure comedy', '$85–90 million[7][8]', '$319.7 million[7]']",action-adventure comedy,$85–90 million[7][8],$319.7 million[7]
2020,2,14.0,Fantasy Island,/wiki/Fantasy_Island_(film),"[' supernatural horror', '$7 million[1]', '$49 million[1]']", supernatural horror,$7 million[1],$49 million[1]
2020,2,14.0,The Photograph,/wiki/The_Photograph_(2020_film),"[' romantic drama', '$16–28 million[1][2]', '$21 million[3][1]']", romantic drama,$16–28 million[1][2],$21 million[3][1]
2020,2,21.0,The Call of the Wild,/wiki/The_Call_of_the_Wild_(2020_film),"[' adventure', '$125–150 million[6]', '$111.1 million[4][7]']", adventure,$125–150 million[6],$111.1 million[4][7]
2020,2,21.0,Emma,/wiki/Emma_(2020_film),"['period romantic comedy', '$10 million[2]', '$26.5 million[3][4]']",period romantic comedy,$10 million[2],$26.5 million[3][4]
2020,2,21.0,Brahms: The Boy II,/wiki/Brahms:_The_Boy_II,"[' supernatural horror', '$10million[2][3]', '$20.3million[2]']", supernatural horror,$10million[2][3],$20.3million[2]
2020,2,21.0,Impractical Jokers: The Movie,/wiki/Impractical_Jokers:_The_Movie,"[' reality comedy', '$3 million[1][2]', '$10.7 million[3][2]']", reality comedy,$3 million[1][2],$10.7 million[3][2]
2020,2,28.0,The Invisible Man,/wiki/The_Invisible_Man_(2020_film),"['science fiction horror', '$7 million[4]', '$144.5 million[5][4]']",science fiction horror,$7 million[4],$144.5 million[5][4]
2020,2,28.0,Wendy,/wiki/Wendy_(film),"[' fantasy drama', '$6 million[2]', '$266,770[3][4]']", fantasy drama,$6 million[2],"$266,770[3][4]"
2020,3,6.0,Onward,/wiki/Onward_(film),"[' animated urban fantasy adventure', '$175–200 million[3]', '$142 million[4]']", animated urban fantasy adventure,$175–200 million[3],$142 million[4]
2020,3,6.0,The Way Back,/wiki/The_Way_Back_(2020_film),"[' sports drama', '$21–25 million[1][2]', '$15.5 million[3]']", sports drama,$21–25 million[1][2],$15.5 million[3]
2020,3,6.0,First Cow,/wiki/First_Cow_(film),"[' drama', '$2 million+[a]', '$1.4 million[3]']", drama,$2 million+[a],$1.4 million[3]
2020,3,13.0,Bloodshot,/wiki/Bloodshot_(film),"[' superhero', '$45 million[1]', '$37.3 million[2]']", superhero,$45 million[1],$37.3 million[2]
2020,3,13.0,The Hunt,/wiki/The_Hunt_(2020_film),"[' satirical action horror', '$14\xa0million[2]', '$12.4\xa0million[2][3]']", satirical action horror,$14 million[2],$12.4 million[2][3]
2020,3,13.0,I Still Believe,/wiki/I_Still_Believe_(film),"[' Christian romantic drama', '$12\xa0million[3][4]', '$16.4\xa0million[5][4]']", Christian romantic drama,$12 million[3][4],$16.4 million[5][4]
2020,3,13.0,Never Rarely Sometimes Always,/wiki/Never_Rarely_Sometimes_Always,"['drama', '<$5 million[2]', '$891,527[3]']",drama,<$5 million[2],"$891,527[3]"
2020,3,27.0,Vivarium,/wiki/Vivarium_(film),"['horror', '€4 million[4]', '$434,030[5]']",horror,€4 million[4],"$434,030[5]"
2020,4,10.0,Trolls World Tour,/wiki/Trolls_World_Tour,"[' animated jukebox musical comedy', '$90–110 million[3][4][5]', '$48 million[6]']", animated jukebox musical comedy,$90–110 million[3][4][5],$48 million[6]
2020,5,1.0,The Wretched,/wiki/The_Wretched_(film),"[' supernatural horror', '$66 thousand (est.)[1]', '$4.4 million[2]']", supernatural horror,$66 thousand (est.)[1],$4.4 million[2]
2020,5,12.0,Capone,/wiki/Capone_(2020_film),"[' biographical drama', '$20.6 million[1]', '$858,281[2]']", biographical drama,$20.6 million[1],"$858,281[2]"
2020,5,15.0,Scoob!,/wiki/Scoob!,"[' animated mystery comedy', '$90 million[2]', '$28.5 million[3][4]']", animated mystery comedy,$90 million[2],$28.5 million[3][4]
2020,5,29.0,The High Note,/wiki/The_High_Note,"[' comedy-drama', '~$20 million[2]', '$2.5 million[a]']", comedy-drama,~$20 million[2],$2.5 million[a]
2020,6,12.0,The King of Staten Island,/wiki/The_King_of_Staten_Island,"[' comedy-drama', '$35 million[2]', '$2.2 million[3][4]']", comedy-drama,$35 million[2],$2.2 million[3][4]
2020,6,19.0,Wasp Network,/wiki/Wasp_Network_(film),"['spy thriller', '€10.53 million[7]', '$1.4 million[5][8]']",spy thriller,€10.53 million[7],$1.4 million[5][8]
2020,6,26.0,My Spy,/wiki/My_Spy,"[' spy comedy film directed by Peter Segal, written by Jon and Erich Hoeber, and starring Dave Bautista, Chloe Coleman in her', '$18 million[1]', '$10.5 million[2][3]']"," spy comedy film directed by Peter Segal, written by Jon and Erich Hoeber, and starring Dave Bautista, Chloe Coleman in her",$18 million[1],$10.5 million[2][3]
2020,7,10.0,Money Plane,/wiki/Money_Plane,"[' action', '$586,443[1]', '$618[2]']", action,"$586,443[1]",$618[2]
2020,7,10.0,Palm Springs,/wiki/Palm_Springs_(2020_film),"[' science fiction romantic comedy', '$5 million[1]', '$1.5 million[2]']", science fiction romantic comedy,$5 million[1],$1.5 million[2]
2020,7,24.0,Animal Crackers,/wiki/Animal_Crackers_(2017_film),"['animated comedy-fantasy', '$17 million[2]', '$14 million[3]']",animated comedy-fantasy,$17 million[2],$14 million[3]
2020,7,24.0,The Rental,/wiki/The_Rental,"[' horror', '$3.5 million[3]', '$4.3 million[4][5]']", horror,$3.5 million[3],$4.3 million[4][5]
2020,7,31.0,The Secret: Dare To Dream,/wiki/The_Secret:_Dare_to_Dream,"[' drama', '$9.2 million[1][better\xa0source\xa0needed]', '$3.2 million[2][3]']", drama,$9.2 million[1][better source needed],$3.2 million[2][3]
